uni17CB.ms.high2,
uni17CB.ms.narrowhigh,
uni17CB.ms.narrowhigh2,
uni17CB.narrow,
uni17CC,17CC
uni17CC.alt,
uni17CC.ms.high,
uni17CC.ms.high2,
uni17CC.ms.narrowhigh,
uni17CC.ms.narrowhigh2,
uni17CC.narrow,
uni17CD,17CD
uni17CD.a,
uni17CD.ms.high,
uni17CD.ms.high2,
uni17CD.ms.narrowhigh,
uni17CD.ms.narrowhigh2,
uni17CD.narrow,
uni17CE,17CE
uni17CE.a,
uni17CE.avowel,
uni17CE.ms.high,
uni17CE.ms.high2,
uni17CE.ms.narrowhigh,
uni17CE.ms.narrowhigh2,
uni17CE.ms.narrowvowel,
uni17CE.narrow,
uni17CF,17CF
uni17CF.a,
uni17CF.ms.high,
uni17CF.ms.high2,
uni17CF.ms.narrowhigh,
uni17CF.ms.narrowhigh2,
uni17CF.narrow,
uni17D0,17D0
uni17D0.a,
uni17D0.alt,
uni17D0.avowel,
uni17D0.ms.high,
uni17D0.ms.high.alt,
uni17D0.ms.high2,
uni17D0.ms.high2.alt,
uni17D1,17D1
uni17D1.a,
uni17D1.ms.high,
uni17D1.ms.high2,
uni17D1.ms.narrowhigh,
uni17D1.ms.narrowhigh2,
uni17D1.narrow,
uni17D2,17D2
uni17D2.low,
uni17D2.ms.narrow,
uni17D2.ms.narrowlow,
uni17D21780,
uni17D21780.low,
uni17D21781,
uni17D21781.low,
uni17D21782,
uni17D21782.low,
uni17D21783,
uni17D21783.alt,
uni17D21783.low,
uni17D21783.low.alt,
uni17D2178317B6,
uni17D2178317B6.alt,
uni17D2178317B6.low,
uni17D2178317B6.low.alt,
uni17D2178317C5.right,
uni17D2178317C5.right.alt,
uni17D2178317C5.rightlow,
uni17D2178317C5.rightlow.alt,
uni17D21784,
uni17D21784.low,
uni17D21785,
uni17D21785.low,
uni17D21786,
uni17D21786.low,
uni17D21787,
uni17D21787.low,
uni17D21788,
uni17D21788.alt,
uni17D21788.low,
uni17D21788.low.alt,
uni17D2178817B6,
uni17D2178817B6.alt,
uni17D2178817B6.low,
uni17D2178817B6.low.alt,
uni17D2178817C5.right,
uni17D2178817C5.right.alt,
uni17D2178817C5.rightlow,
uni17D2178817C5.rightlow.alt,
uni17D21789,
uni17D21789.alt1,
uni17D21789.alt2,
uni17D21789.low,
uni17D2178A,
uni17D2178A.low,
uni17D2178B,
uni17D2178B.low,
uni17D2178C,
uni17D2178C.low,
uni17D2178D,
uni17D2178D.low,
uni17D2178D17B6,
uni17D2178D17B6.low,
uni17D2178D17C5.right,
uni17D2178D17C5.rightlow,
uni17D2178E,
uni17D2178E.low,
uni17D2178F,
uni17D2178F.low,
uni17D21790,
uni17D21790.low,
uni17D21791,
uni17D21791.low,
uni17D21792,
uni17D21792.low,
uni17D21793,
uni17D21793.low,
uni17D21794,
uni17D21794.low,
uni17D2179417B6,
uni17D2179417B6.low,
uni17D2179417C5.right,
uni17D2179417C5.rightlow,
uni17D21795,
uni17D21795.low,
uni17D21796,
uni17D21796.low,
uni17D21797,
uni17D21797.low,
uni17D21798,
uni17D21798.low,
uni17D21799,
uni17D21799.low,
uni17D2179917B6,
uni17D2179917B6.low,
uni17D2179917C5.right,
uni17D2179917C5.rightlow,
uni17D2179A,
uni17D2179A.low,
uni17D2179A.lowwide,
uni17D2179A.lowwide2,
uni17D2179A.wide,
uni17D2179B,
uni17D2179B.low,
uni17D2179C,
uni17D2179C.low,
uni17D2179D,
uni17D2179D.low,
uni17D2179E,
uni17D2179E.low,
uni17D2179E17B6,
uni17D2179E17B6.low,
uni17D2179E17C5.right,
uni17D2179E17C5.rightlow,
uni17D2179F,
uni17D2179F.low,
uni17D2179F17B6,
uni17D2179F17B6.low,
uni17D2179F17C5.right,
uni17D2179F17C5.rightlow,
uni17D217A0,
uni17D217A0.alt,
uni17D217A0.low,
uni17D217A0.low.alt,
uni17D217A1,
uni17D217A1.alt,
uni17D217A1.altlow,
uni17D217A1.low,
uni17D217A117B6,
uni17D217A117B6.low,
uni17D217A117C5.right,
uni17D217A117C5.rightlow,
uni17D217A2,
uni17D217A2.alt,
uni17D217A2.low,
uni17D217A2.low.alt,
uni17D217A3,
uni17D217A4,
uni17D217A5,
uni17D217A6,
uni17D217A7,
uni17D217A8,
uni17D217A9,
uni17D217AA,
uni17D217AB,
uni17D217AC,
uni17D217AD,
uni17D217AE,
uni17D217AF,
uni17D217B0,
uni17D217B1,
uni17D217B2,
uni17D217B3,
uni17D3,17D3
uni17D3.ms.high,
uni17D3.ms.high2,
uni17D3.ms.narrow,
uni17D3.ms.narrowhigh,
uni17D3.ms.narrowhigh2,
uni17D4,17D4
uni17D4.alt1,
uni17D4.alt2,
uni17D5,17D5
uni17D5.alt1,
uni17D5.alt2,
uni17D6,17D6
uni17D6.alt1,
uni17D6.alt2,
uni17D7,17D7
uni17D8,17D8
uni17D9,17D9
uni17DA,17DA
uni17DB,17DB
uni17DC,17DC
uni17DD,17DD
uni17DD.a,
uni17DD.ms.high,
uni17DD.ms.high2,
uni17DD.ms.narrowhigh,
uni17DD.ms.narrowhigh2,
uni17DD.narrow,
uni17DD.wide1,
uni17DD.wide2,
uni17DD.wide3,
uni17DD.wide4,
uni17E0,17E0
uni17E1,17E1
uni17E2,17E2
uni17E3,17E3
uni17E4,17E4
uni17E5,17E5
uni17E6,17E6
uni17E7,17E7
uni17E8,17E8
uni17E9,17E9
uni17F0,17F0
uni17F1,17F1
uni17F2,17F2
uni17F3,17F3
uni17F4,17F4
uni17F5,17F5
uni17F6,17F6
uni17F7,17F7
uni17F8,17F8
uni17F9,17F9
uni19E0,19E0
uni19E1,19E1
uni19E2,19E2
uni19E3,19E3
uni19E4,19E4
uni19E5,19E5
uni19E6,19E6
uni19E7,19E7
uni19E8,19E8
uni19E9,19E9
uni19EA,19EA
uni19EB,19EB
uni19EC,19EC
uni19ED,19ED
uni19EE,19EE
uni19EF,19EF
uni19F0,19F0
uni19F1,19F1
uni19F2,19F2
uni19F3,19F3
uni19F4,19F4
uni19F5,19F5
uni19F6,19F6
uni19F7,19F7
uni19F8,19F8
uni19F9,19F9
uni19FA,19FA
uni19FB,19FB
uni19FC,19FC
uni19FD,19FD
uni19FE,19FE
uni19FF,19FF
uni1EA0,1EA0
uni1EA1,1EA1
uni1EA2,1EA2
uni1EA3,1EA3
uni1EA4,1EA4
uni1EA5,1EA5
uni1EA6,1EA6
uni1EA7,1EA7
uni1EA8,1EA8
uni1EA9,1EA9
uni1EAA,1EAA
uni1EAB,1EAB
uni1EAC,1EAC
uni1EAD,1EAD
uni1EAE,1EAE
uni1EAF,1EAF
uni1EB0,1EB0
uni1EB1,1EB1
uni1EB2,1EB2
uni1EB3,1EB3
uni1EB4,1EB4
uni1EB5,1EB5
uni1EB6,1EB6
uni1EB7,1EB7
uni1EB8,1EB8
uni1EB9,1EB9
uni1EBA,1EBA
uni1EBB,1EBB
uni1EBC,1EBC
uni1EBD,1EBD
uni1EBE,1EBE
uni1EBF,1EBF
uni1EC0,1EC0
uni1EC1,1EC1
uni1EC2,1EC2
uni1EC3,1EC3
uni1EC4,1EC4
uni1EC5,1EC5
uni1EC6,1EC6
uni1EC7,1EC7
uni1EC8,1EC8
uni1EC9,1EC9
uni1ECA,1ECA
uni1ECB,1ECB
uni1ECC,1ECC
uni1ECD,1ECD
uni1ECE,1ECE
uni1ECF,1ECF
uni1ED0,1ED0
uni1ED1,1ED1
uni1ED2,1ED2
uni1ED3,1ED3
uni1ED4,1ED4
uni1ED5,1ED5
uni1ED6,1ED6
uni1ED7,1ED7
uni1ED8,1ED8
uni1ED9,1ED9
uni1EDA,1EDA
uni1EDB,1EDB
uni1EDC,1EDC
uni1EDD,1EDD
uni1EDE,1EDE
uni1EDF,1EDF
uni1EE0,1EE0
uni1EE1,1EE1
uni1EE2,1EE2
uni1EE3,1EE3
uni1EE4,1EE4
uni1EE5,1EE5
uni1EE6,1EE6
uni1EE7,1EE7
uni1EE8,1EE8
uni1EE9,1EE9
uni1EEA,1EEA
uni1EEB,1EEB
uni1EEC,1EEC
uni1EED,1EED
uni1EEE,1EEE
uni1EEF,1EEF
uni1EF0,1EF0
uni1EF1,1EF1
uni1EF4,1EF4
uni1EF5,1EF5
uni1EF6,1EF6
uni1EF7,1EF7
uni1EF8,1EF8
uni1EF9,1EF9
uni2002,2002
uni2002.showinv,
uni2003,2003
uni2003.showinv,
uni2004,2004
uni2004.showinv,
uni2005,2005
uni2005.showinv,
uni2006,2006
uni2006.showinv,
uni2007,2007
uni2007.showinv,
uni2008,2008
uni2008.showinv,
uni2009,2009
uni2009.showinv,
uni200A,200A
uni200A.showinv,
uni200B,200B
uni200B.aaattmpt,
uni200B.aattmpt,
uni200B.narrowattmpt,
uni200B.narrowattmptlow,
uni200B.showinv,
uni200C,200C
uni200C.showinv,
uni200D,200D
uni200D.showinv,
uni2011,2011
uni2012,2012
uni2015,2015
uni207F,207F
uni20AB,20AB
uni22C4,22C4
uni22C5,22C5
uni2308,2308
uni2309,2309
uni23D0,23D0
uni25CC,25CC
uni25CC.demo,
uniEF00,EF00
uniEF01,EF01
uniEF02,EF02
uniEF03,EF03
uniEF04,EF04
uniEF05,EF05
uniEF06,EF06
uniEF07,EF07
uniEF08,EF08
uniEF09,EF09
v,0076
w,0077
x,0078
y,0079
yacute,00FD
ydieresis,00FF
yen,00A5
ygrave,1EF3
z,007A
zcaron,017E
zero,0030
