glyph_name,ps_name,sort_design,sort_final
uni17C6.ms.narrowhigh2,uni17C6.ms.narrowhigh2,1300.6861,1300.6861
uni17C6.ms.psom,uni17C6.ms.psom,1300.69,1300.69
uni17C6.narrow,uni17C6.narrow,1300.8,1300.8
uni17C6.x,uni17C6.x,1300.9,1300.9
uni17C7,uni17C7,1301,1301
uni17C9.a,uni17C9.a,1301.1,1301.1
uni17C8,uni17C8,1302,1302
uni17C9,uni17C9,1303,1303
uni17C9.ms.high,uni17C9.ms.high,1303.66,1303.66
uni17C9.ms.narrowhigh,uni17C9.ms.narrowhigh,1303.686,1303.686
uni17C9.narrow,uni17C9.narrow,1303.8,1303.8
uni17CA,uni17CA,1304,1304
uni17CA.lower,uni17CA.lower,1304.2,1304.2
uni17CA.ms.high,uni17CA.ms.high,1304.66,1304.66
uni17CA.ms.narrowhigh,uni17CA.ms.narrowhigh,1304.686,1304.686
uni17CA.narrow,uni17CA.narrow,1304.8,1304.8
uni17CB,uni17CB,1305,1305
uni17CB.a,uni17CB.a,1305.1,1305.1
uni17CB.ms.high,uni17CB.ms.high,1305.66,1305.66
uni17CB.ms.high2,uni17CB.ms.high2,1305.661,1305.661
uni17CB.ms.narrowhigh,uni17CB.ms.narrowhigh,1305.686,1305.686
uni17CB.ms.narrowhigh2,uni17CB.ms.narrowhigh2,1305.6861,1305.6861
uni17CB.narrow,uni17CB.narrow,1305.8,1305.8
uni17CC,uni17CC,1306,1306
uni17CC.alt,uni17CC.alt,1306.1,1306.1
uni17CC.ms.high,uni17CC.ms.high,1306.66,1306.66
uni17CC.ms.high2,uni17CC.ms.high2,1306.661,1306.661
uni17CC.ms.narrowhigh,uni17CC.ms.narrowhigh,1306.686,1306.686
uni17CC.ms.narrowhigh2,uni17CC.ms.narrowhigh2,1306.6861,1306.6861
uni17CC.narrow,uni17CC.narrow,1306.8,1306.8
uni17CD,uni17CD,1307,1307
uni17CD.a,uni17CD.a,1307.1,1307.1
uni17CD.ms.high,uni17CD.ms.high,1307.66,1307.66
uni17CD.ms.high2,uni17CD.ms.high2,1307.661,1307.661
uni17CD.ms.narrowhigh,uni17CD.ms.narrowhigh,1307.686,1307.686
uni17CD.ms.narrowhigh2,uni17CD.ms.narrowhigh2,1307.6861,1307.6861
uni17CD.narrow,uni17CD.narrow,1307.8,1307.8
uni17CE,uni17CE,1308,1308
uni17CE.a,uni17CE.a,1308.1,1308.1
uni17CE.avowel,uni17CE.avowel,1308.11,1308.11
uni17CE.ms.high,uni17CE.ms.high,1308.66,1308.66
uni17CE.ms.high2,uni17CE.ms.high2,1308.661,1308.661
uni17CE.ms.narrowhigh,uni17CE.ms.narrowhigh,1308.686,1308.686
uni17CE.ms.narrowhigh2,uni17CE.ms.narrowhigh2,1308.6861,1308.6861
uni17CE.ms.narrowvowel,uni17CE.ms.narrowvowel,1308.687,1308.687
uni17CE.narrow,uni17CE.narrow,1308.8,1308.8
uni17CF,uni17CF,1309,1309
uni17CF.a,uni17CF.a,1309.1,1309.1
uni17CF.ms.high,uni17CF.ms.high,1309.66,1309.66
uni17CF.ms.high2,uni17CF.ms.high2,1309.661,1309.661
uni17CF.ms.narrowhigh,uni17CF.ms.narrowhigh,1309.686,1309.686
uni17CF.ms.narrowhigh2,uni17CF.ms.narrowhigh2,1309.6861,1309.6861
uni17CF.narrow,uni17CF.narrow,1309.8,1309.8
uni17D0,uni17D0,1310,1310
uni17D0.a,uni17D0.a,1310.1,1310.1
uni17D0.avowel,uni17D0.avowel,1310.11,1310.11
uni17D0.alt,uni17D0.alt,1310.12,1310.12
uni17D0.ms.high,uni17D0.ms.high,1310.66,1310.66
uni17D0.ms.high.alt,uni17D0.ms.high.alt,1310.661,1310.661
uni17D0.ms.high2,uni17D0.ms.high2,1310.6611,1310.6611
uni17D0.ms.high2.alt,uni17D0.ms.high2.alt,1310.66111,1310.66111
uni17D1,uni17D1,1311,1311
uni17D1.a,uni17D1.a,1311.1,1311.1
uni17D1.ms.high,uni17D1.ms.high,1311.66,1311.66
uni17D1.ms.high2,uni17D1.ms.high2,1311.661,1311.661
uni17D1.ms.narrowhigh,uni17D1.ms.narrowhigh,1311.686,1311.686
uni17D1.ms.narrowhigh2,uni17D1.ms.narrowhigh2,1311.6861,1311.6861
uni17D1.narrow,uni17D1.narrow,1311.8,1311.8
uni17D2,uni17D2,1312,1312
uni17D2.low,uni17D2.low,1312.001,1312.001
uni17D2.ms.narrow,uni17D2.ms.narrow,1312.002,1312.002
uni17D2.ms.narrowlow,uni17D2.ms.narrowlow,1312.003,1312.003
uni17D21780,uni17D21780,1312.004,1312.004
uni17D21780.low,uni17D21780.low,1312.005,1312.005
uni17D21781,uni17D21781,1312.006,1312.006
uni17D21781.low,uni17D21781.low,1312.007,1312.007
uni17D21782,uni17D21782,1312.008,1312.008
uni17D21782.low,uni17D21782.low,1312.009,1312.009
uni17D21783,uni17D21783,1312.01,1312.01
uni17D21783.alt,uni17D21783.alt,1312.011,1312.011
uni17D21783.low,uni17D21783.low,1312.012,1312.012
uni17D21783.low.alt,uni17D21783.low.alt,1312.013,1312.013
uni17D2178317B6,uni17D2178317B6,1312.014,1312.014
uni17D2178317B6.alt,uni17D2178317B6.alt,1312.015,1312.015
uni17D2178317B6.low,uni17D2178317B6.low,1312.016,1312.016
uni17D2178317B6.low.alt,uni17D2178317B6.low.alt,1312.017,1312.017
uni17D2178317C5.right,uni17D2178317C5.right,1312.018,1312.018
uni17D2178317C5.right.alt,uni17D2178317C5.right.alt,1312.019,1312.019
uni17D2178317C5.rightlow,uni17D2178317C5.rightlow,1312.02,1312.02
uni17D2178317C5.rightlow.alt,uni17D2178317C5.rightlow.alt,1312.021,1312.021
uni17D21784,uni17D21784,1312.022,1312.022
uni17D21784.low,uni17D21784.low,1312.023,1312.023
uni17D21785,uni17D21785,1312.024,1312.024
uni17D21785.low,uni17D21785.low,1312.025,1312.025
uni17D21786,uni17D21786,1312.026,1312.026
uni17D21786.low,uni17D21786.low,1312.027,1312.027
uni17D21787,uni17D21787,1312.028,1312.028
uni17D21787.low,uni17D21787.low,1312.029,1312.029
uni17D21788,uni17D21788,1312.03,1312.03
uni17D21788.alt,uni17D21788.alt,1312.031,1312.031
uni17D21788.low,uni17D21788.low,1312.032,1312.032
uni17D21788.low.alt,uni17D21788.low.alt,1312.033,1312.033
uni17D2178817B6,uni17D2178817B6,1312.034,1312.034
uni17D2178817B6.alt,uni17D2178817B6.alt,1312.035,1312.035
uni17D2178817B6.low,uni17D2178817B6.low,1312.036,1312.036
uni17D2178817B6.low.alt,uni17D2178817B6.low.alt,1312.037,1312.037
uni17D2178817C5.right,uni17D2178817C5.right,1312.038,1312.038
uni17D2178817C5.right.alt,uni17D2178817C5.right.alt,1312.039,1312.039
uni17D2178817C5.rightlow,uni17D2178817C5.rightlow,1312.04,1312.04
uni17D2178817C5.rightlow.alt,uni17D2178817C5.rightlow.alt,1312.041,1312.041
uni17D21789,uni17D21789,1312.042,1312.042
uni17D21789.alt1,uni17D21789.alt1,1312.043,1312.043
uni17D21789.alt2,uni17D21789.alt2,1312.044,1312.044
uni17D21789.low,uni17D21789.low,1312.045,1312.045
uni17D2178A,uni17D2178A,1312.046,1312.046
uni17D2178A.low,uni17D2178A.low,1312.047,1312.047
uni17D2178B,uni17D2178B,1312.048,1312.048
uni17D2178B.low,uni17D2178B.low,1312.049,1312.049
uni17D2178C,uni17D2178C,1312.05,1312.05
uni17D2178C.low,uni17D2178C.low,1312.051,1312.051
uni17D2178D,uni17D2178D,1312.052,1312.052
uni17D2178D.low,uni17D2178D.low,1312.053,1312.053
uni17D2178D17B6,uni17D2178D17B6,1312.054,1312.054
uni17D2178D17B6.low,uni17D2178D17B6.low,1312.055,1312.055
uni17D2178D17C5.right,uni17D2178D17C5.right,1312.056,1312.056
uni17D2178D17C5.rightlow,uni17D2178D17C5.rightlow,1312.057,1312.057
uni17D2178E,uni17D2178E,1312.058,1312.058
uni17D2178E.low,uni17D2178E.low,1312.059,1312.059
uni17D2178F,uni17D2178F,1312.06,1312.06
uni17D2178F.low,uni17D2178F.low,1312.061,1312.061
uni17D21790,uni17D21790,1312.062,1312.062
uni17D21790.low,uni17D21790.low,1312.063,1312.063
uni17D21791,uni17D21791,1312.064,1312.064
uni17D21791.low,uni17D21791.low,1312.065,1312.065
uni17D21792,uni17D21792,1312.066,1312.066
uni17D21792.low,uni17D21792.low,1312.067,1312.067
uni17D21793,uni17D21793,1312.068,1312.068
uni17D21793.low,uni17D21793.low,1312.069,1312.069
uni17D21794,uni17D21794,1312.07,1312.07
uni17D21794.low,uni17D21794.low,1312.071,1312.071
uni17D2179417B6,uni17D2179417B6,1312.072,1312.072
uni17D2179417B6.low,uni17D2179417B6.low,1312.073,1312.073
uni17D2179417C5.right,uni17D2179417C5.right,1312.074,1312.074
uni17D2179417C5.rightlow,uni17D2179417C5.rightlow,1312.075,1312.075
uni17D21795,uni17D21795,1312.076,1312.076
uni17D21795.low,uni17D21795.low,1312.077,1312.077
uni17D21796,uni17D21796,1312.078,1312.078
uni17D21796.low,uni17D21796.low,1312.079,1312.079
uni17D21797,uni17D21797,1312.08,1312.08
uni17D21797.low,uni17D21797.low,1312.081,1312.081
uni17D21798,uni17D21798,1312.082,1312.082
uni17D21798.low,uni17D21798.low,1312.083,1312.083
uni17D21799,uni17D21799,1312.084,1312.084
uni17D21799.low,uni17D21799.low,1312.085,1312.085
uni17D2179917B6,uni17D2179917B6,1312.086,1312.086
uni17D2179917B6.low,uni17D2179917B6.low,1312.087,1312.087
uni17D2179917C5.right,uni17D2179917C5.right,1312.088,1312.088
uni17D2179917C5.rightlow,uni17D2179917C5.rightlow,1312.089,1312.089
uni17D2179A,uni17D2179A,1312.09,1312.09
uni17D2179A.low,uni17D2179A.low,1312.091,1312.091
uni17D2179A.lowwide,uni17D2179A.lowwide,1312.092,1312.092
uni17D2179A.lowwide2,uni17D2179A.lowwide2,1312.093,1312.093
uni17D2179A.wide,uni17D2179A.wide,1312.094,1312.094
uni17D2179B,uni17D2179B,1312.095,1312.095
uni17D2179B.low,uni17D2179B.low,1312.096,1312.096
uni17D2179C,uni17D2179C,1312.097,1312.097
uni17D2179C.low,uni17D2179C.low,1312.098,1312.098
uni17D2179D,uni17D2179D,1312.099,1312.099
uni17D2179D.low,uni17D2179D.low,1312.1,1312.1
uni17D2179E,uni17D2179E,1312.101,1312.101
uni17D2179E.low,uni17D2179E.low,1312.102,1312.102
uni17D2179E17B6,uni17D2179E17B6,1312.103,1312.103
uni17D2179E17B6.low,uni17D2179E17B6.low,1312.104,1312.104
uni17D2179E17C5.right,uni17D2179E17C5.right,1312.105,1312.105
uni17D2179E17C5.rightlow,uni17D2179E17C5.rightlow,1312.106,1312.106
uni17D2179F,uni17D2179F,1312.107,1312.107
uni17D2179F.low,uni17D2179F.low,1312.108,1312.108
uni17D2179F17B6,uni17D2179F17B6,1312.109,1312.109
uni17D2179F17B6.low,uni17D2179F17B6.low,1312.11,1312.11
uni17D2179F17C5.right,uni17D2179F17C5.right,1312.111,1312.111
uni17D2179F17C5.rightlow,uni17D2179F17C5.rightlow,1312.112,1312.112
uni17D217A0,uni17D217A0,1312.113,1312.113
uni17D217A0.alt,uni17D217A0.alt,1312.114,1312.114
uni17D217A0.low,uni17D217A0.low,1312.115,1312.115
uni17D217A0.low.alt,uni17D217A0.low.alt,1312.116,1312.116
uni17D217A1,uni17D217A1,1312.117,1312.117
uni17D217A1.alt,uni17D217A1.alt,1312.118,1312.118
uni17D217A1.altlow,uni17D217A1.altlow,1312.119,1312.119
uni17D217A1.low,uni17D217A1.low,1312.12,1312.12
uni17D217A117B6,uni17D217A117B6,1312.121,1312.121
uni17D217A117B6.low,uni17D217A117B6.low,1312.122,1312.122
uni17D217A117C5.right,uni17D217A117C5.right,1312.123,1312.123
uni17D217A117C5.rightlow,uni17D217A117C5.rightlow,1312.124,1312.124
uni17D217A2,uni17D217A2,1312.125,1312.125
uni17D217A2.alt,uni17D217A2.alt,1312.126,1312.126
uni17D217A2.low,uni17D217A2.low,1312.127,1312.127
uni17D217A2.low.alt,uni17D217A2.low.alt,1312.128,1312.128
uni17D217A3,uni17D217A3,1312.129,1312.129
uni17D217A4,uni17D217A4,1312.13,1312.13
uni17D217A5,uni17D217A5,1312.131,1312.131
uni17D217A6,uni17D217A6,1312.132,1312.132
uni17D217A7,uni17D217A7,1312.133,1312.133
uni17D217A8,uni17D217A8,1312.134,1312.134
uni17D217A9,uni17D217A9,1312.135,1312.135
uni17D217AA,uni17D217AA,1312.136,1312.136
uni17D217AB,uni17D217AB,1312.137,1312.137
uni17D217AC,uni17D217AC,1312.138,1312.138
uni17D217AD,uni17D217AD,1312.139,1312.139
uni17D217AE,uni17D217AE,1312.14,1312.14
uni17D217AF,uni17D217AF,1312.141,1312.141
uni17D217B0,uni17D217B0,1312.142,1312.142
uni17D217B1,uni17D217B1,1312.143,1312.143
uni17D217B2,uni17D217B2,1312.144,1312.144
uni17D217B3,uni17D217B3,1312.145,1312.145
uni17D3,uni17D3,1313,1313
uni17D3.ms.high,uni17D3.ms.high,1313.66,1313.66
uni17D3.ms.high2,uni17D3.ms.high2,1313.661,1313.661
uni17D3.ms.narrow,uni17D3.ms.narrow,1313.68,1313.68
uni17D3.ms.narrowhigh,uni17D3.ms.narrowhigh,1313.686,1313.686
uni17D3.ms.narrowhigh2,uni17D3.ms.narrowhigh2,1313.6861,1313.6861
uni17D4,uni17D4,1314,1314
uni17D4.alt1,uni17D4.alt1,1314.1,1314.1
uni17D4.alt2,uni17D4.alt2,1314.11,1314.11
uni17D5,uni17D5,1315,1315
uni17D5.alt1,uni17D5.alt1,1315.1,1315.1
uni17D5.alt2,uni17D5.alt2,1315.11,1315.11
uni17D6,uni17D6,1316,1316
uni17D6.alt1,uni17D6.alt1,1316.1,1316.1
uni17D6.alt2,uni17D6.alt2,1316.11,1316.11
uni17D7,uni17D7,1317,1317
uni17D8,uni17D8,1318,1318
uni17D9,uni17D9,1319,1319
uni17DA,uni17DA,1320,1320
uni17DB,uni17DB,1321,1321
uni17DC,uni17DC,1322,1322
uni17DD,uni17DD,1323,1323
uni17DD.a,uni17DD.a,1323.1,1323.1
uni17DD.ms.high,uni17DD.ms.high,1323.66,1323.66
uni17DD.ms.high2,uni17DD.ms.high2,1323.661,1323.661
uni17DD.ms.narrowhigh,uni17DD.ms.narrowhigh,1323.686,1323.686
uni17DD.ms.narrowhigh2,uni17DD.ms.narrowhigh2,1323.6861,1323.6861
uni17DD.narrow,uni17DD.narrow,1323.8,1323.8
uni17DD.wide1,uni17DD.wide1,1323.91,1323.91
uni17DD.wide2,uni17DD.wide2,1323.92,1323.92
uni17DD.wide3,uni17DD.wide3,1323.93,1323.93
uni17DD.wide4,uni17DD.wide4,1323.94,1323.94
uni17F0,uni17F0,1400,1400
uni17F1,uni17F1,1401,1401
uni17F2,uni17F2,1402,1402
uni17F3,uni17F3,1403,1403
uni17F4,uni17F4,1404,1404
uni17F5,uni17F5,1405,1405
uni17F6,uni17F6,1406,1406
uni17F7,uni17F7,1407,1407
uni17F8,uni17F8,1408,1408
uni17F9,uni17F9,1409,1409
uni19E0,uni19E0,1500,1500
uni19E1,uni19E1,1501,1501
uni19E2,uni19E2,1502,1502
uni19E3,uni19E3,1503,1503
uni19E4,uni19E4,1504,1504
uni19E5,uni19E5,1505,1505
uni19E6,uni19E6,1506,1506
uni19E7,uni19E7,1507,1507
uni19E8,uni19E8,1508,1508
uni19E9,uni19E9,1509,1509
uni19EA,uni19EA,1510,1510
uni19EB,uni19EB,1511,1511
uni19EC,uni19EC,1512,1512
uni19ED,uni19ED,1513,1513
uni19EE,uni19EE,1514,1514
uni19EF,uni19EF,1515,1515
uni19F0,uni19F0,1516,1516
uni19F1,uni19F1,1517,1517
uni19F2,uni19F2,1518,1518
uni19F3,uni19F3,1519,1519
uni19F4,uni19F4,1520,1520
uni19F5,uni19F5,1521,1521
uni19F6,uni19F6,1522,1522
uni19F7,uni19F7,1523,1523
uni19F8,uni19F8,1524,1524
uni19F9,uni19F9,1525,1525
uni19FA,uni19FA,1526,1526
uni19FB,uni19FB,1527,1527
uni19FC,uni19FC,1528,1528
uni19FD,uni19FD,1529,1529
uni19FE,uni19FE,1530,1530
uni19FF,uni19FF,1531,1531
uni17E0,uni17E0,1800,1800
uni17E1,uni17E1,1801,1801
uni17E2,uni17E2,1802,1802
uni17E3,uni17E3,1803,1803
uni17E4,uni17E4,1804,1804
uni17E5,uni17E5,1805,1805
uni17E6,uni17E6,1806,1806
uni17E7,uni17E7,1807,1807
uni17E8,uni17E8,1808,1808
uni17E9,uni17E9,1809,1809
uniEF00,uniEF00,1900,1900
uniEF01,uniEF01,1901,1901
uniEF02,uniEF02,1902,1902
uniEF03,uniEF03,1903,1903
uniEF04,uniEF04,1904,1904
uniEF05,uniEF05,1905,1905
uniEF06,uniEF06,1906,1906
uniEF07,uniEF07,1907,1907
uniEF08,uniEF08,1908,1908
uniEF09,uniEF09,1909,1909
KrungSpecial,KrungSpecial,1950,1950
_stemLg,_stemLg,2001,2001
